date,open,high,low,close,volume
1970-03-05,0.7118,0.7134,0.7070,0.7070,3046400
1970-03-06,0.7037,0.7037,0.6973,0.7037,768000
1970-03-09,0.7037,0.7077,0.7037,0.7046,550400
1970-03-10,0.7046,0.7094,0.7046,0.7094,857600
1970-03-11,0.7094,0.7102,0.7077,0.7094,1612800
1970-03-12,0.7094,0.7102,0.7086,0.7102,2022400
1970-03-13,0.7102,0.7134,0.7037,0.7037,3289600
1970-03-16,0.7021,0.7021,0.6811,0.6844,4633600
1970-03-17,0.6844,0.6957,0.6828,0.6851,2278400
1970-03-18,0.6876,0.6989,0.6876,0.6941,1036800
1970-03-19,0.6941,0.6989,0.6844,0.6860,524800
1970-03-20,0.6860,0.6941,0.6851,0.6941,678400
1970-03-23,0.6924,0.6924,0.6860,0.6860,384000
1970-03-24,0.6884,0.6924,0.6884,0.6924,396800
1970-03-25,0.6924,0.7280,0.6924,0.7037,3520000
1970-03-26,0.7037,0.7086,0.7005,0.7037,844800
1970-03-30,0.6973,0.6973,0.6860,0.6957,1062400
1970-03-31,0.6957,0.7037,0.6948,0.7037,486400
1970-04-01,0.7102,0.7167,0.7102,0.7134,1612800
1970-04-02,0.7134,0.7150,0.7102,0.7102,934400
1970-04-03,0.7102,0.7127,0.7102,0.7102,332800
1970-04-06,0.7102,0.7167,0.7070,0.7077,512000
1970-04-07,0.7077,0.7118,0.7070,0.7094,1254400
1970-04-08,0.7086,0.7086,0.7054,0.7061,204800
1970-04-09,0.7061,0.7086,0.7021,0.7037,742400
1970-04-10,0.7037,0.7037,0.6989,0.6989,614400
1970-04-13,0.6989,0.6989,0.6908,0.6908,934400
1970-04-14,0.6908,0.6917,0.6795,0.6908,1075200
1970-04-15,0.6908,0.6941,0.6811,0.6860,1587200
1970-04-16,0.6844,0.6844,0.6755,0.6755,1088000
1970-04-17,0.6755,0.6924,0.6722,0.6924,1241600
1970-04-20,0.6925,0.6974,0.6877,0.6877,678400
1970-04-21,0.6877,0.6901,0.6788,0.6788,780800
1970-04-22,0.6788,0.6812,0.6715,0.6715,1395200
1970-04-23,0.6667,0.6667,0.6562,0.6586,870400
1970-04-24,0.6586,0.6651,0.6586,0.6618,524800
1970-04-27,0.6618,0.6651,0.6312,0.6425,3084800
1970-04-28,0.6425,0.6554,0.6401,0.6465,1305600
1970-04-29,0.6465,0.6554,0.6457,0.6522,1254400
1970-04-30,0.6522,0.6554,0.6392,0.6432,537600
1970-05-01,0.6432,0.6489,0.6360,0.6360,780800
1970-05-04,0.6328,0.6328,0.6199,0.6199,2483200
1970-05-05,0.6134,0.6134,0.5973,0.6070,1740800
1970-05-06,0.6070,0.6263,0.6070,0.6102,2944000
1970-05-07,0.6126,0.6279,0.6126,0.6279,1433600
1970-05-08,0.6263,0.6263,0.6150,0.6150,985600
1970-05-11,0.6150,0.6150,0.6086,0.6086,448000
1970-05-12,0.6037,0.6037,0.5973,0.5997,1024000
1970-05-13,0.5957,0.5957,0.5884,0.5957,1676800
1970-05-14,0.5948,0.5948,0.5916,0.5940,896000
1970-05-15,0.5973,0.6223,0.5973,0.6223,1292800
1970-05-18,0.6223,0.6263,0.6174,0.6215,1113600
1970-05-19,0.6202,0.6202,0.5943,0.5976,691200
1970-05-20,0.5943,0.5943,0.5814,0.5814,966400
1970-05-21,0.5814,0.5814,0.5685,0.5734,611200
1970-05-22,0.5685,0.5685,0.5539,0.5556,518400
1970-05-25,0.5507,0.5507,0.5362,0.5362,467200
1970-05-26,0.5330,0.5330,0.5185,0.5200,662400
1970-05-27,0.5265,0.5782,0.5265,0.5717,508800
1970-05-28,0.5831,0.6202,0.5831,0.6040,566400
1970-05-29,0.6040,0.6428,0.5814,0.6331,275200
1970-06-01,0.6331,0.6460,0.6266,0.6299,489600
1970-06-02,0.6299,0.6460,0.6137,0.6234,377600
1970-06-03,0.6234,0.6266,0.6169,0.6251,294400
1970-06-04,0.6266,0.6363,0.6266,0.6266,316800
1970-06-05,0.6202,0.6202,0.6089,0.6137,441600
1970-06-08,0.6137,0.6185,0.5992,0.6169,272000
1970-06-09,0.6169,0.6169,0.6105,0.6137,412800
1970-06-10,0.6137,0.6169,0.6023,0.6072,169600
1970-06-11,0.6040,0.6040,0.5797,0.5879,822400
1970-06-12,0.5926,0.6023,0.5926,0.6023,224000
1970-06-15,0.6040,0.6122,0.6040,0.6105,432000
1970-06-16,0.6105,0.6395,0.6072,0.6331,528000
1970-06-17,0.6331,0.6443,0.6234,0.6266,582400
1970-06-18,0.6266,0.6477,0.6218,0.6428,390400
1970-06-19,0.6492,0.6654,0.6492,0.6557,646400
1970-06-22,0.6525,0.6525,0.6363,0.6411,412800
1970-06-23,0.6411,0.6557,0.6380,0.6428,252800
1970-06-24,0.6428,0.6492,0.6299,0.6395,182400
1970-06-25,0.6395,0.6443,0.6299,0.6363,192000
1970-06-26,0.6363,0.6428,0.6169,0.6169,134400
1970-06-29,0.6169,0.6185,0.6008,0.6072,236800
1970-06-30,0.6072,0.6266,0.6072,0.6072,246400
1970-07-01,0.6072,0.6218,0.6072,0.6218,185600
1970-07-02,0.6218,0.6331,0.6218,0.6218,819200
1970-07-06,0.6218,0.6314,0.6218,0.6299,185600
1970-07-07,0.6251,0.6251,0.6202,0.6234,240000
1970-07-08,0.6234,0.6428,0.6202,0.6428,425600
1970-07-09,0.6428,0.6443,0.6299,0.6395,268800
1970-07-10,0.6395,0.6443,0.6202,0.6331,3520000
1970-07-13,0.6331,0.6380,0.6282,0.6363,220800
1970-07-14,0.6363,0.6428,0.6251,0.6428,326400
1970-07-15,0.6443,0.6718,0.6443,0.6669,675200
1970-07-16,0.6669,0.6960,0.6654,0.6912,697600
1970-07-17,0.6912,0.7106,0.6880,0.7106,592000
1970-07-20,0.7075,0.7075,0.6946,0.6946,496000
1970-07-21,0.6946,0.6946,0.6849,0.6898,832000
1970-07-22,0.6898,0.7043,0.6898,0.6929,489600
1970-07-23,0.6929,0.7011,0.6800,0.6832,345600
1970-07-24,0.6832,0.7043,0.6817,0.7027,473600
1970-07-27,0.7027,0.7058,0.6995,0.7043,214400
1970-07-28,0.6978,0.6978,0.6866,0.6946,422400
1970-07-29,0.6946,0.6961,0.6866,0.6866,412800
1970-07-30,0.6866,0.6914,0.6817,0.6849,198400
1970-07-31,0.6849,0.6849,0.6640,0.6720,371200
1970-08-03,0.6720,0.6752,0.6526,0.6591,582400
1970-08-04,0.6591,0.6591,0.6478,0.6526,188800
1970-08-05,0.6526,0.6591,0.6461,0.6526,595200
1970-08-06,0.6591,0.6720,0.6591,0.6703,412800
1970-08-07,0.6703,0.6720,0.6607,0.6640,268800
1970-08-10,0.6640,0.6640,0.6558,0.6607,115200
1970-08-11,0.6607,0.6623,0.6574,0.6591,140800
1970-08-12,0.6591,0.6655,0.6574,0.6574,662400
1970-08-13,0.6574,0.6720,0.6558,0.6720,329600
1970-08-14,0.6720,0.6720,0.6526,0.6591,652800
1970-08-17,0.6574,0.6574,0.6494,0.6510,441600
1970-08-18,0.6526,0.6688,0.6526,0.6640,284800
1970-08-19,0.6640,0.6720,0.6607,0.6607,425600
1970-08-20,0.6607,0.6752,0.6607,0.6752,1696000
1970-08-21,0.6752,0.6817,0.6703,0.6720,310400
1970-08-24,0.6720,0.6817,0.6688,0.6784,790400
1970-08-25,0.6784,0.6800,0.6703,0.6737,460800
1970-08-26,0.6737,0.6914,0.6720,0.6817,499200
1970-08-27,0.6817,0.6866,0.6784,0.6817,400000
1970-08-28,0.6800,0.6800,0.6703,0.6769,400000
1970-08-31,0.6769,0.6769,0.6703,0.6737,310400
1970-09-01,0.6737,0.6849,0.6720,0.6849,198400
1970-09-02,0.6849,0.6946,0.6800,0.6946,297600
1970-09-03,0.6946,0.6978,0.6914,0.6914,476800
1970-09-04,0.6914,0.6929,0.6849,0.6898,400000
1970-09-08,0.6898,0.6898,0.6784,0.6849,304000
1970-09-09,0.6849,0.6946,0.6817,0.6881,393600
1970-09-10,0.6849,0.6849,0.6769,0.6769,240000
1970-09-11,0.6769,0.6849,0.6769,0.6769,585600
1970-09-14,0.6769,0.6832,0.6752,0.6769,422400
1970-09-15,0.6769,0.6800,0.6688,0.6800,406400
1970-09-16,0.6800,0.6832,0.6784,0.6832,627200
1970-09-17,0.6832,0.6978,0.6832,0.6978,323200
1970-09-18,0.6978,0.6995,0.6929,0.6978,249600
1970-09-21,0.6914,0.6914,0.6784,0.6849,281600
1970-09-22,0.6849,0.6849,0.6769,0.6800,390400
1970-09-23,0.6800,0.6978,0.6800,0.6817,1008000
1970-09-24,0.6817,0.6914,0.6688,0.6817,380800
1970-09-25,0.6817,0.6929,0.6800,0.6849,361600
1970-09-28,0.6849,0.6898,0.6784,0.6849,185600
1970-09-29,0.6832,0.6832,0.6784,0.6784,419200
1970-09-30,0.6784,0.6849,0.6784,0.6832,348800
1970-10-01,0.6832,0.6881,0.6784,0.6832,198400
1970-10-02,0.6832,0.7091,0.6800,0.7091,364800
1970-10-05,0.7091,0.7108,0.7043,0.7091,281600
1970-10-06,0.7091,0.7108,0.7043,0.7043,745600
1970-10-07,0.7043,0.7058,0.6881,0.6914,630400
1970-10-08,0.6946,0.7075,0.6946,0.6946,323200
1970-10-09,0.6946,0.7075,0.6914,0.6995,400000
1970-10-12,0.7011,0.7075,0.7011,0.7075,121600
1970-10-13,0.7043,0.7043,0.6898,0.6929,1030400
1970-10-14,0.6929,0.6961,0.6881,0.6881,204800
1970-10-15,0.6881,0.6961,0.6881,0.6961,464000
1970-10-16,0.6961,0.7108,0.6929,0.7043,620800
1970-10-19,0.7044,0.7109,0.6963,0.6963,624000
1970-10-20,0.6980,0.7044,0.6980,0.7012,681600
1970-10-21,0.7012,0.7044,0.6980,0.6980,284800
1970-10-22,0.6980,0.7029,0.6947,0.7012,188800
1970-10-23,0.7012,0.7012,0.6900,0.6915,828800
1970-10-26,0.6915,0.6963,0.6883,0.6915,300800
1970-10-27,0.6915,0.7044,0.6915,0.7029,326400
1970-10-28,0.7029,0.7109,0.6947,0.7092,451200
1970-10-29,0.7092,0.7206,0.7077,0.7077,217600
1970-10-30,0.7077,0.7141,0.6931,0.7060,387200
1970-11-02,0.7092,0.7174,0.7092,0.7158,224000
1970-11-03,0.7158,0.7221,0.7077,0.7174,166400
1970-11-04,0.7271,0.7367,0.7271,0.7318,537600
1970-11-05,0.7367,0.7497,0.7367,0.7497,336000
1970-11-06,0.7497,0.7497,0.7384,0.7448,368000
1970-11-09,0.7448,0.7658,0.7448,0.7658,720000
1970-11-10,0.7658,0.7772,0.7658,0.7675,544000
1970-11-11,0.7675,0.7691,0.7626,0.7643,208000
1970-11-12,0.7643,0.7675,0.7561,0.7561,284800
1970-11-13,0.7546,0.7546,0.7448,0.7464,1024000
1970-11-16,0.7464,0.7546,0.7400,0.7464,534400
1970-11-17,0.7464,0.7497,0.7432,0.7432,713600
1970-11-18,0.7432,0.7432,0.7318,0.7318,592000
1970-11-19,0.7318,0.7417,0.7255,0.7367,518400
1970-11-20,0.7367,0.7400,0.7318,0.7367,595200
1970-11-23,0.7367,0.7367,0.7255,0.7271,643200
1970-11-24,0.7271,0.7303,0.7206,0.7238,384000
1970-11-25,0.7238,0.7351,0.7174,0.7318,390400
1970-11-27,0.7335,0.7417,0.7335,0.7367,240000
1970-11-30,0.7417,0.7706,0.7417,0.7675,857600
1970-12-01,0.7675,0.7755,0.7577,0.7594,620800
1970-12-02,0.7594,0.7675,0.7577,0.7643,256000
1970-12-03,0.7658,0.7738,0.7658,0.7706,307200
1970-12-04,0.7706,0.7755,0.7675,0.7755,268800
1970-12-07,0.7755,0.7772,0.7723,0.7723,320000
1970-12-08,0.7723,0.7820,0.7691,0.7820,448000
1970-12-09,0.7820,0.7852,0.7772,0.7788,764800
1970-12-10,0.7788,0.7804,0.7691,0.7788,595200
1970-12-11,0.7788,0.7820,0.7755,0.7755,294400
1970-12-14,0.7755,0.7852,0.7723,0.7788,371200
1970-12-15,0.7788,0.7852,0.7755,0.7788,416000
1970-12-16,0.7772,0.7772,0.7706,0.7723,604800
1970-12-17,0.7723,0.7788,0.7723,0.7723,252800
1970-12-18,0.7723,0.7738,0.7561,0.7561,579200
1970-12-21,0.7561,0.7594,0.7432,0.7480,1196800
1970-12-22,0.7464,0.7464,0.7206,0.7417,1123200
1970-12-23,0.7417,0.7464,0.7384,0.7464,723200
1970-12-24,0.7464,0.7480,0.7400,0.7432,1248000
1970-12-28,0.7432,0.7448,0.7400,0.7432,320000
1970-12-29,0.7432,0.7432,0.7400,0.7432,198400
1970-12-30,0.7432,0.7448,0.7417,0.7417,313600
1970-12-31,0.7432,0.7497,0.7432,0.7497,214400
1971-01-04,0.7497,0.7497,0.7432,0.7432,284800
1971-01-05,0.7432,0.7497,0.7400,0.7432,166400
1971-01-06,0.7432,0.7448,0.7367,0.7367,320000
1971-01-07,0.7367,0.7497,0.7367,0.7497,249600
1971-01-08,0.7497,0.7691,0.7497,0.7529,1484800
1971-01-11,0.7529,0.7561,0.7448,0.7561,483200
1971-01-12,0.7561,0.7675,0.7546,0.7626,832000
1971-01-13,0.7626,0.7658,0.7561,0.7577,323200
1971-01-14,0.7577,0.7577,0.7384,0.7384,844800
1971-01-15,0.7384,0.7529,0.7318,0.7384,713600
1971-01-18,0.7337,0.7337,0.7240,0.7304,403200
1971-01-19,0.7304,0.7369,0.7289,0.7369,358400
1971-01-20,0.7369,0.7401,0.7369,0.7401,1129600
1971-01-21,0.7401,0.7401,0.7337,0.7352,403200
1971-01-22,0.7352,0.7369,0.7256,0.7289,572800
1971-01-25,0.7289,0.7320,0.7240,0.7320,403200
1971-01-26,0.7320,0.7352,0.7272,0.7289,1190400
1971-01-27,0.7304,0.7369,0.7304,0.7369,1164800
1971-01-28,0.7369,0.7498,0.7352,0.7481,1084800
1971-01-29,0.7498,0.7563,0.7498,0.7563,528000
1971-02-01,0.7563,0.7578,0.7530,0.7563,1193600
1971-02-02,0.7563,0.7563,0.7515,0.7547,1308800
1971-02-03,0.7547,0.7547,0.7498,0.7530,720000
1971-02-04,0.7530,0.7530,0.7481,0.7530,777600
1971-02-05,0.7530,0.7530,0.7498,0.7530,537600
1971-02-08,0.7530,0.7611,0.7530,0.7611,489600
1971-02-09,0.7611,0.7677,0.7530,0.7547,1353600
1971-02-10,0.7547,0.7611,0.7530,0.7595,675200
1971-02-11,0.7595,0.7611,0.7547,0.7595,2256000
1971-02-12,0.7595,0.7627,0.7578,0.7578,524800
1971-02-16,0.7578,0.7677,0.7563,0.7660,1219200
1971-02-17,0.7660,0.7677,0.7498,0.7547,713600
1971-02-18,0.7547,0.7595,0.7530,0.7563,697600
1971-02-19,0.7563,0.7563,0.7449,0.7449,569600
1971-02-22,0.7449,0.7481,0.7386,0.7401,300800
1971-02-23,0.7401,0.7481,0.7240,0.7466,1420800
1971-02-24,0.7466,0.7530,0.7434,0.7449,374400
1971-02-25,0.7449,0.7595,0.7434,0.7563,745600
1971-02-26,0.7563,0.7627,0.7515,0.7563,361600
1971-03-01,0.7563,0.7644,0.7498,0.7578,281600
1971-03-02,0.7578,0.7692,0.7563,0.7660,976000
1971-03-03,0.7660,0.7708,0.7611,0.7660,380800
1971-03-04,0.7660,0.7677,0.7611,0.7644,467200
1971-03-05,0.7644,0.7660,0.7595,0.7627,1043200
1971-03-08,0.7627,0.7644,0.7547,0.7627,1004800
1971-03-09,0.7627,0.7644,0.7578,0.7611,848000
1971-03-10,0.7611,0.7677,0.7611,0.7644,748800
1971-03-11,0.7644,0.7724,0.7644,0.7692,1017600
1971-03-12,0.7692,0.7724,0.7627,0.7627,896000
1971-03-15,0.7627,0.7757,0.7611,0.7724,937600
1971-03-16,0.7757,0.7951,0.7757,0.7886,956800
1971-03-17,0.7886,0.7951,0.7837,0.7918,803200
1971-03-18,0.7918,0.8128,0.7918,0.8080,518400
1971-03-19,0.8080,0.8145,0.7983,0.8048,649600
1971-03-22,0.8048,0.8145,0.8032,0.8112,496000
1971-03-23,0.8112,0.8128,0.8015,0.8064,400000
1971-03-24,0.8064,0.8128,0.8032,0.8032,576000
1971-03-25,0.8032,0.8112,0.8015,0.8080,496000
1971-03-26,0.8080,0.8080,0.7983,0.8080,1027200
1971-03-29,0.8080,0.8080,0.7821,0.7821,1027200
1971-03-30,0.7821,0.7998,0.7789,0.7966,816000
1971-03-31,0.7966,0.8080,0.7951,0.8064,659200
1971-04-01,0.8064,0.8064,0.7983,0.7998,425600
1971-04-02,0.7998,0.7998,0.7935,0.7983,579200
1971-04-05,0.7983,0.8032,0.7966,0.8032,556800
1971-04-06,0.8032,0.8048,0.7983,0.8048,1056000
1971-04-07,0.8048,0.8080,0.8032,0.8080,646400
1971-04-08,0.8080,0.8080,0.7998,0.8015,524800
1971-04-12,0.8015,0.8015,0.7918,0.7918,3552000
1971-04-13,0.7918,0.7918,0.7821,0.7886,704000
1971-04-14,0.7886,0.7935,0.7854,0.7903,537600
1971-04-15,0.7903,0.7935,0.7854,0.7918,886400
1971-04-16,0.7966,0.8064,0.7966,0.8032,2236800
1971-04-19,0.8034,0.8114,0.8034,0.8081,768000
1971-04-20,0.8081,0.8129,0.8049,0.8049,656000
1971-04-21,0.8049,0.8066,0.7904,0.7904,662400
1971-04-22,0.7904,0.7952,0.7790,0.7790,780800
1971-04-23,0.7790,0.7807,0.7726,0.7741,1372800
1971-04-26,0.7741,0.7855,0.7693,0.7693,1484800
1971-04-27,0.7693,0.7741,0.7532,0.7564,944000
1971-04-28,0.7564,0.7629,0.7549,0.7596,950400
1971-04-29,0.7596,0.7678,0.7596,0.7661,1475200
1971-04-30,0.7758,0.7855,0.7758,0.7823,544000
1971-05-03,0.7823,0.7823,0.7661,0.7775,377600
1971-05-04,0.7775,0.7823,0.7758,0.7807,1081600
1971-05-05,0.7807,0.7855,0.7790,0.7838,454400
1971-05-06,0.7838,0.7855,0.7775,0.7790,704000
1971-05-07,0.7775,0.7775,0.7726,0.7741,1888000
1971-05-10,0.7741,0.7775,0.7678,0.7726,572800
1971-05-11,0.7726,0.7790,0.7661,0.7790,576000
1971-05-12,0.7790,0.7887,0.7775,0.7871,1260800
1971-05-13,0.7871,0.7952,0.7823,0.7887,809600
1971-05-14,0.7887,0.7920,0.7855,0.7855,1737600
1971-05-17,0.7855,0.7887,0.7726,0.7758,1244800
1971-05-18,0.7758,0.7758,0.7629,0.7693,1193600
1971-05-19,0.7693,0.7758,0.7693,0.7693,787200
1971-05-20,0.7693,0.7741,0.7629,0.7678,1561600
1971-05-21,0.7678,0.7758,0.7629,0.7726,1619200
1971-05-24,0.7726,0.7758,0.7678,0.7678,217600
1971-05-25,0.7646,0.7646,0.7596,0.7629,636800
1971-05-26,0.7629,0.7693,0.7629,0.7661,825600
1971-05-27,0.7661,0.7726,0.7629,0.7726,230400
1971-05-28,0.7726,0.7758,0.7661,0.7693,796800
1971-06-01,0.7693,0.7807,0.7661,0.7807,1065600
1971-06-02,0.7807,0.7823,0.7775,0.7807,265600
1971-06-03,0.7823,0.7937,0.7823,0.7887,512000
1971-06-04,0.7937,0.8049,0.7937,0.8049,646400
1971-06-07,0.8049,0.8114,0.8017,0.8049,294400
1971-06-08,0.8049,0.8114,0.8000,0.8097,486400
1971-06-09,0.8097,0.8129,0.8034,0.8129,761600
1971-06-10,0.8129,0.8275,0.8097,0.8226,419200
1971-06-11,0.8275,0.8469,0.8275,0.8388,454400
1971-06-14,0.8388,0.8437,0.8340,0.8388,710400
1971-06-15,0.8388,0.8437,0.8308,0.8388,1356800
1971-06-16,0.8372,0.8372,0.8275,0.8308,1008000
1971-06-17,0.8308,0.8372,0.8308,0.8308,195200
1971-06-18,0.8308,0.8372,0.8275,0.8308,268800
1971-06-21,0.8308,0.8372,0.8308,0.8355,364800
1971-06-22,0.8324,0.8324,0.8258,0.8324,534400
1971-06-23,0.8324,0.8340,0.8258,0.8292,329600
1971-06-24,0.8324,0.8388,0.8324,0.8388,534400
1971-06-25,0.8340,0.8340,0.8308,0.8340,473600
1971-06-28,0.8340,0.8355,0.8275,0.8355,214400
1971-06-29,0.8355,0.8372,0.8324,0.8340,208000
1971-06-30,0.8340,0.8388,0.8243,0.8372,464000
1971-07-01,0.8372,0.8388,0.8258,0.8388,518400
1971-07-02,0.8388,0.8437,0.8355,0.8437,249600
1971-07-06,0.8437,0.8517,0.8405,0.8517,233600
1971-07-07,0.8517,0.8696,0.8469,0.8696,489600
1971-07-08,0.8712,0.8922,0.8712,0.8905,652800
1971-07-09,0.8905,0.8922,0.8793,0.8793,742400
1971-07-12,0.8793,0.8857,0.8728,0.8825,300800
1971-07-13,0.8825,0.8922,0.8712,0.8825,620800
1971-07-14,0.8825,0.8889,0.8825,0.8889,284800
1971-07-15,0.8922,0.9034,0.8922,0.8986,262400
1971-07-16,0.9019,0.9051,0.9019,0.9034,464000
1971-07-19,0.9020,0.9020,0.8923,0.9020,297600
1971-07-20,0.9020,0.9036,0.8988,0.9003,246400
1971-07-21,0.9003,0.9053,0.9003,0.9053,460800
1971-07-22,0.9053,0.9053,0.8988,0.9036,441600
1971-07-23,0.9036,0.9069,0.8988,0.9069,716800
1971-07-26,0.9069,0.9165,0.9069,0.9150,371200
1971-07-27,0.9150,0.9182,0.9069,0.9117,268800
1971-07-28,0.9117,0.9117,0.9069,0.9085,627200
1971-07-29,0.9053,0.9053,0.8762,0.8843,707200
1971-07-30,0.8826,0.8826,0.8600,0.8616,848000
1971-08-02,0.8616,0.8681,0.8600,0.8665,371200
1971-08-03,0.8648,0.8648,0.8552,0.8552,336000
1971-08-04,0.8535,0.8535,0.8471,0.8486,473600
1971-08-05,0.8486,0.8503,0.8406,0.8455,633600
1971-08-06,0.8471,0.8665,0.8471,0.8616,220800
1971-08-09,0.8616,0.8681,0.8535,0.8535,224000
1971-08-10,0.8535,0.8632,0.8535,0.8568,262400
1971-08-11,0.8616,0.8697,0.8616,0.8665,201600
1971-08-12,0.8665,0.8745,0.8632,0.8745,284800
1971-08-13,0.8745,0.8794,0.8745,0.8794,403200
1971-08-16,0.8988,0.9231,0.8988,0.9085,656000
1971-08-17,0.9085,0.9165,0.8923,0.9053,476800
1971-08-18,0.9053,0.9150,0.9003,0.9053,233600
1971-08-19,0.9053,0.9069,0.8988,0.9003,678400
1971-08-20,0.9003,0.9020,0.8940,0.8956,147200
1971-08-23,0.8988,0.9069,0.8988,0.8988,179200
1971-08-24,0.9053,0.9165,0.9053,0.9117,406400
1971-08-25,0.9279,0.9505,0.9279,0.9311,425600
1971-08-26,0.9311,0.9311,0.9262,0.9294,252800
1971-08-27,0.9294,0.9344,0.9247,0.9344,217600
1971-08-30,0.9344,0.9344,0.9279,0.9294,153600
1971-08-31,0.9294,0.9360,0.9294,0.9311,153600
1971-09-01,0.9311,0.9311,0.9247,0.9247,355200
1971-09-02,0.9247,0.9360,0.9199,0.9360,163200
1971-09-03,0.9360,0.9376,0.9328,0.9344,172800
1971-09-07,0.9344,0.9376,0.9344,0.9376,112000
1971-09-08,0.9376,0.9441,0.9360,0.9441,374400
1971-09-09,0.9473,0.9538,0.9473,0.9473,521600
1971-09-10,0.9473,0.9473,0.9391,0.9424,182400
1971-09-13,0.9424,0.9521,0.9424,0.9490,249600
1971-09-14,0.9490,0.9570,0.9441,0.9441,726400
1971-09-15,0.9441,0.9505,0.9376,0.9473,1168000
1971-09-16,0.9441,0.9441,0.9408,0.9441,403200
1971-09-17,0.9441,0.9441,0.9376,0.9408,377600
1971-09-20,0.9408,0.9424,0.9311,0.9408,454400
1971-09-21,0.9408,0.9424,0.9376,0.9424,208000
1971-09-22,0.9424,0.9490,0.9360,0.9376,825600
1971-09-23,0.9328,0.9328,0.9165,0.9279,976000
1971-09-24,0.9279,0.9408,0.9262,0.9344,918400
1971-09-27,0.9344,0.9376,0.9328,0.9360,102400
1971-09-28,0.9311,0.9311,0.9199,0.9199,275200
1971-09-29,0.9214,0.9328,0.9214,0.9262,342400
1971-09-30,0.9262,0.9360,0.9117,0.9182,633600
1971-10-01,0.9182,0.9360,0.9150,0.9344,304000
1971-10-04,0.9344,0.9441,0.9311,0.9311,672000
1971-10-05,0.9311,0.9328,0.9247,0.9247,214400
1971-10-06,0.9247,0.9376,0.9247,0.9376,275200
1971-10-07,0.9376,0.9424,0.9311,0.9344,256000
1971-10-08,0.9344,0.9360,0.9311,0.9311,579200
1971-10-11,0.9311,0.9360,0.9262,0.9344,121600
1971-10-12,0.9344,0.9344,0.9262,0.9311,243200
1971-10-13,0.9344,0.9408,0.9344,0.9376,204800
1971-10-14,0.9376,0.9376,0.9328,0.9360,262400
1971-10-15,0.9360,0.9376,0.9262,0.9262,160000
1971-10-18,0.9264,0.9296,0.9151,0.9151,364800
1971-10-19,0.9151,0.9151,0.9071,0.9086,537600
1971-10-20,0.9086,0.9216,0.9037,0.9054,534400
1971-10-21,0.9037,0.9037,0.8989,0.9005,361600
1971-10-22,0.9005,0.9119,0.8989,0.9022,310400
1971-10-25,0.9022,0.9086,0.8925,0.8989,198400
1971-10-26,0.9022,0.9119,0.9022,0.9037,691200
1971-10-27,0.9037,0.9119,0.8957,0.9054,358400
